comment_text,emotion,fan_type
"No one:


Literally no one: 


Not even yg from his jail cell:


The comment section: Look at you now look at me",neutral,visual-lover
four girls are perfect pieces for each other,neutral,visual-lover
Yg goal 50M views in 24 hours. Blinks no we want more. Blinks told haters that we are not biggest fandom but we are most powerful fandom 85 M views,neutral,unclear
Y’all stop it with the “no one; literally no one” comments,neutral,unclear
"Blackpink: ""How you like that""
Me literally seeing the comments section: what the hell man I don't like that.",neutral,unclear
I will support blackpink forever,neutral,unclear
"LISA 2019 : Here lm kicing the door
LISA 2020: HOW YOU LIKE THAT",neutral,unclear
"""black pink in your area"" it's lisaaaaa",neutral,unclear
"no one:
literally no one:
me at 5 am: *DDODOONGDDORUROO-*",neutral,unclear
This is the best black pink song ever❤❤❤🔥🔥🔥,neutral,lyrics-lover
"Me in comments: why tf everyone is like ""no one literally no one""
edit: Why tf everyone is saying same thing in comments tf
They got virus or wat it is annoying stop
Edit: why it says 6.1m views but when u tap it is 457k views",neutral,unclear
"After seeing mv me- omg i cant breath after seeing this
My mom- wait u cant breath i am sure u got corona lemme take u to hospatail",neutral,unclear
"Literally Everyone:
""Nobody :
Literally no one :
Someone: ...""",neutral,unclear
It all started with this spoon and now I'm a blink🎉🎉🎉🎉🎉🎉🎉,neutral,unclear
"My last brain cell at 2 pm


“Ha how you like that” :/",neutral,unclear
"Me and my boyfriend after a breakup : 

“Look at you now look at me”",neutral,visual-lover
Dancers must be on overtime today in order to post dance cover early tomorrow,neutral,dance-lover
this is the biggest comeback in history 🤯❤️‍🔥❤️‍🔥❤️‍🔥,neutral,lyrics-lover
I have reported some of these ‘no one’ comments as ‘spam’ they serve no purpose or meaning! And annoying AF. Blink let’s report these spammers! YouTube might delete all of them at once!!,neutral,unclear
"me in their yt live: ""the subtitle person better type FASTTT""

YG (blackpink): ""yea we're not doing that""",neutral,unclear
We still have 2 hours we can get 100 if we try hard,neutral,unclear
this was so iconic its insane,neutral,visual-lover
"Nobody:
Youtube: lets freeze the views",neutral,unclear
"no crean en lo que se dice en los comentarios, NO BORREN EL HISTORIAL",neutral,unclear
"No one: 

Me: ""loOk aT yoU nOw lOok At mE""",neutral,unclear
Blackpink is the best kpop group,neutral,music-lover
"Guys the statue of genesha in Lisa rap 
Has been edited out at 1:20",neutral,unclear
"no one:
literally no one:
me after watching: HA- HOW U LIKE DAAT",neutral,unclear
"Me having a bad day:

Jennie: *look at you now look at me*
Me: ...",neutral,visual-lover
Queens❤,neutral,visual-lover
"no one:
literally no one:
the comments: “no one:
literally no one:
the comments: “the comments: “No OnE: LiTeraLLy No OnE:” ””",neutral,unclear
"All these ppl:(comment same)
Me: BP run the game in high hillls!......BP in your area!
BP: du ddu du ddu(slaps talent 1:50)",neutral,unclear
"Literally no one :

Ppl in the comment sec :

 ""no one: """,neutral,unclear
Jamás me cansaré de esta obra de arte 😫🩷,neutral,unclear
Jennie: Look at you now look at me.,neutral,visual-lover
"Blackpink: look at you now look at me.
Me: Died.",neutral,visual-lover
"Bp: How you like that?
Blinks: We loved that 
Thanks for coming back unnies",neutral,unclear
BLACKPINK literally slayedddd My queensss 🖤💗,neutral,visual-lover
i can't stand straightly. i want u guys to see everytime on the screen,neutral,visual-lover
"2:45 : 
DumdumdumDuruRum DumdumdumDuruRum  DumdumdumDuruRum DumdumdumDuruRum DumdumdumDuruRum",neutral,lyrics-lover
"""It's a bird it's a plane""

Us after *quarantine* .",neutral,unclear
Blackpink is that diva ❤💋,neutral,personality-lover
"Producers: So how many back up dancers do you want?

BP: yes",neutral,unclear
"No one:

Literally no one:

The comments:
""No one"" ""Literally no one""",neutral,unclear
can ppl stop saying “no one” “literally no one?”,neutral,unclear
Who's happy that our queens are back,neutral,unclear
"No one :
Absolutely no one:
Everyone in the comments: loOk aT mE LoOk aT yOU",neutral,unclear
NEW TARGET 85M. LEZGO BLINKS!! We still have 1hr and 15mins left. LEZGO!!!,neutral,unclear
"friend: if you an artist and appear in this mv, who would you be?
me: probably the donkey",neutral,unclear
Can't believe it's been 5 years to this ART,neutral,unclear
"nobody:
not even my cats poop:
me: dancing and singing on the floor like a total idiot  
i lovcee you QUEEN
I ALREADY REMOVE THE EMOJI..",neutral,unclear
"no one:
literally no one:
comments:
 nobody: 
not even:",neutral,unclear
"pq les cuesta tanto hacer str34mn? NECESITAMOS LLEGAR AL BILLÓN, MUEVANSEEEEEEE",neutral,unclear
this comeback save me from pandemic,neutral,unclear
"Me: There she is .... my angelsé.
Rosé: who said I was an angel. 
She just killed me and that ski mask oh god",neutral,unclear
Why are the comments like “no one:”,neutral,unclear
"Nobody:
Not even me:
My mum : comes into my room while i listen to the song the first time and shows me a new pair of socks that she bought for me",neutral,unclear
NOW WE ARE READY FOR JUMP 😍,neutral,unclear
"Most of the comment:
“NOBODY”
“Literally No One”
“Delete emoji”",neutral,unclear
"JENNIE: LOOK AT YOU NOW LOOK AT ME

Me:
The ghost beside me:
The spider at home:",neutral,visual-lover
"""Look up the sky, It's a bird, It's a plane""

Me being dumb who actually thought there's an airplane and a bird: *where?!*",neutral,unclear
love this masterpiece that's why i kept on coming back,neutral,visual-lover
"BLACKPINK:. ""NOW LOOK AT YOU, NOW LOOK AT ME""
Me: * Checks myself in the mirror *",neutral,visual-lover
just a normal comment coming thru,neutral,unclear
don’t look at the fact that there’s 1mil dislikes look at how there’s 19mil likes,neutral,visual-lover
"After 5 years, this song is still golden ❤",neutral,music-lover
ME STILL THINKING ABOUT WHY YG MV HAVE A TRIANGLE •_•,neutral,unclear
"No one:
Literally no one:

YouTube: oh, lemme freeze this. Ha ha how you like that?",neutral,unclear
"كمت ابجي بسبب فخامه الاغنيه احبكم يا كوينز الامه
I love you blackpink my queens
edit:thanks for 100 like 
تعديل:شكرا ؏ 100 لايك",neutral,unclear
The song is crazy and Black Pink is crazy🖤💗😭,neutral,lyrics-lover
"*If you're Filipino, you'll know all the memes circulating about Jennie's pose.* *lol*",neutral,visual-lover
"me: nowadays I studied Korean a lot. I'll understand every single thing in this song

me: one two three? at 00:40",neutral,unclear
"1:04 Lisa's silver front tooth looks coooool!!! 
Wow! Going 170M!! 
How y'all like that!",neutral,visual-lover
This brings back so many memories. My daughters love this song. They used to sing and dance to this song.,neutral,unclear
"Blackpink be like: how you like that? 


Me: yes I really like that!!",neutral,unclear
"Litterally Nobody :     

Me for the next 2 months: Look at you Now look at me",neutral,visual-lover
"""Look at you now look at me"" BP showing us our reality  potato heads RISE UP",neutral,visual-lover
"They look so different, then they're princesses, now they're queens",neutral,visual-lover
"2019 : KILL ME
2020 : How to make me die
2021 : Funeral",neutral,lyrics-lover
"BLINKS HEADLINES!!!!
BLACKPINK WILL SOON HAVE A COMEBACK IN 2025!!!!
LETS SHAKE THE KPOP INDUSTRY ONCE AGAIN AND SUPPORT OUR GIRLS!!!",neutral,unclear
"For the next 2 hours all the comments are gonna be: ""I'm early""",neutral,unclear
Fabulous powerful legendry song it's my favorite song 😊😊😊💪,neutral,music-lover
2025년 사람 있나요?,neutral,unclear
"Y'all Why does everyone have to comment like
""no one""
""Literally no one""
: /",neutral,unclear
"When you’re seriously not bothered to comment in the live chat cuz no ones actually gonna read it:




U type it in the proper chat so u can get noticed",neutral,unclear
Finally black pink is back to gather yay 🖤💖,neutral,visual-lover
"No one:
Literally no one:
Everyone: gets hundreds of likes in seconds.

HOW YOU LIKE THAT",neutral,unclear
"this is fokken aaawesome, but did ya listen to STAS CHEKIROV - PAGER ???",neutral,unclear
"Me finding a comment that talks about their song

Reality : no one , no one literally noone no no no one.......",neutral,unclear
"Ah the memories
My very first kpop song
First kpop group i ever stanned
I love them for helping me discover what i like and i will never get bored of",neutral,unclear
"No one:

Literally no one:

Me: why the views are not increasing???",neutral,unclear
Edited so y'all don't know what I said. Keep streaming!!,neutral,unclear
Me after my mom drops something and I call her a mistake: *how you like that*,neutral,unclear
이 뮤직비디오랑 노래 너무 좋아요 ❤️ 🖤💗,neutral,lyrics-lover
"No one;

Literally no one;


Comment section; ""Literally no one;""",neutral,unclear
"No one:
'Likes'  to 'v!3ws': LOOK AT YOU NOW LOOK AT ME
v!3ws: TT
Dislikes:HOW YOU LIKE THAT",neutral,visual-lover
"The language of the song: 1️⃣/2️⃣

The language of the comments: 1️⃣9️⃣9️⃣9️⃣9️⃣9️⃣9️⃣


HOLY SKKSKJ ALMOST 200 LIKES IN 1 MINUTE I-",neutral,lyrics-lover
BLACKPINK IN YOUR AREA❤❤❤❤❤❤,neutral,lyrics-lover
"No one:
Literally no one:

ppl having 500 likes in just seconds.",neutral,unclear
HOLY MOLY WE ARE SO CLOSE TO 80M,neutral,unclear
"Me at 4:AM probably waking up my entire  family: ""lOoK aT yOu, nOw lOoK aT mE.""",neutral,unclear
블랙핑크 너무 사랑해요~♡♡♡ 이 노래 저처럼 좋아하신 분은 이 이모지 꼭 눌러주세요 👐,neutral,unclear
"""Look at me now look at you""
Me looking at my self  - bends the knees to the queens in a sec

PS: thank you for the likes. When you have time go check out my music video reviews. of Blackpink, txt, dreamcatcher, twice and so on 🙏",neutral,visual-lover
The person that's reading this I know you're not ok,neutral,unclear
"*ATENCION: Hagan Stream A HYLT, Porque Blackpink Esta Punto De Perder El Primer Lugar En Ser El Único Grupo Kpop En Tener 4 Videos Oficiales En Tener 1 Billón De Reproducciones Pasen La Voz, Difundan El Mensaje*",neutral,lyrics-lover
Ily Bp💗🖤,neutral,unclear
"Youtube: 5minutes ago 2 views
Comments: 60K
Me: O_O YouTube’s drunk again...",neutral,unclear
WHY IS THERE THE SAME COMMENT EVERYWHERE IM CONFUSED HELP,neutral,unclear
"Ok this ""no one"" thing in the comments are getting annoying",neutral,unclear
This song was and is still a whole vibe,neutral,music-lover
"No one:
Literally no one:


Me: wondering how people getting 1k likes in just a minute",neutral,unclear
"No one:
YouTube: let’s freeze the v13ws",neutral,unclear
"Them: ""how you like that?""
Blinks: *dead*",neutral,unclear
HOW YOU LIKE THAT WILL NEVER LOSE ITS SHINE !✨,neutral,visual-lover
"No one:
Literally no one:
YG: Green screen who? I only know how to spend millions for my artist's mv",neutral,unclear
"Filipinos be like:
From “ha? Hakdog”
To “ha? How you like that”",neutral,unclear
Then when i sneeze :  ha how you like that.,neutral,unclear
"Here after watching jump mv. This was peak blackpink energy , i miss HYLT days 😢",nostalgic,unclear
"No one:


The comments here:
""No one:
Literally no one:""",neutral,unclear
ARKADAŞLAR STR2AM KASIN 200 MILYON YAPALIM LUTFEN,neutral,lyrics-lover
"when did everyone agree to use ""no one:     literally no one:"" things in this comment section though??",neutral,unclear
Blackpink in your area,neutral,visual-lover
"Everyone: ""Still no antidote for Covid19""
Blink: WELL BLACK PINK NAILED IT. ***bye covid",neutral,unclear
"Them: LOOOK AT YOU NOW LOOK AT ME
Me looking like a rotten potato watching this.",neutral,visual-lover
"how To pronoune ""How you Like that""

Them: ""how you like that""
Me: ""song Of the year ""

PERIODT.


Edit: DONT REPLY ON MY COMMENT IF U DON'T GET THE JOKE.🙂",neutral,unclear
What a beautiful song todoquever😍😍,neutral,music-lover
"blinks: where are the views
youtube: no comment.",neutral,unclear
"no one:
literally no one:


everyone in the comments: getting 100 likes in less than a minute",neutral,unclear
"Nobody:



Even my mom:



Me: look at me now look at you",neutral,visual-lover
I just think its funny how yall clearly dont know how youtube works. All these spam comments help them get views because of the algorithm,neutral,unclear
"No one:
Literally no one:
Comments: 
No one:
Literally no one:",neutral,unclear
"No one:

Literally no one:

YouTube: *Let's freeze views*",neutral,unclear
Can't wait to see you in Paris 2 and 3 August 🥰,neutral,unclear
why is everyone commenting same thing,neutral,unclear
"Why is everyone commenting 
the same comment
I’m confused and getting dizzy",neutral,unclear
"En chile son las 02:17 de la noche
Pero no me importa me voy a quedar hasta las 6 si es necesario",neutral,unclear
can't wait for their new album,neutral,music-lover
"Nobody:

YouTube: ""Let's freeze the views!""

edit: nothing happened, still 457k views",neutral,unclear
Mi mama: SUBELE EL VOLUMEN A ESA SONG!!!,neutral,lyrics-lover
"No one:
Literally no one:
Me: everybody is getting 100s of like in a sec 0-0",neutral,unclear
1.3 billion proud of u blinks lets take it to 2 billion sooon,neutral,unclear
"No one:
Literally no one:
Me:*screaming so loud that my brother think im crazy*",neutral,unclear
"no one:
youtube: aight, imma do what I do best **crashes**

edit: sankyu I didn't expect I'll get that much likes ㅋㅋㅋ",neutral,unclear
"No one:
Literally no one:
Everyone in the comments: getting a hundred likes in a second",neutral,unclear
Im so ready for their comeback omgggg 👏🏻,neutral,unclear
"No one:
Literally no one:


Eveyone talking about how everyone is getting 100 likes every minute",neutral,unclear
"No one:
Literally no one:
Everyone: get hundred of likes less than a minute",neutral,unclear
Pubg mobileden gelenler artı1,neutral,visual-lover
BLACKPINK IS THE BEST 🖤💗,neutral,lyrics-lover
"No one 

Literally no one:

Me: people get so many likes in one second",neutral,unclear
"Никто:
Абсолютно никто:
Все: комментируют это и не получают лайков",neutral,unclear
why this has 180likes?,neutral,unclear
FINALLY THE QUEENS ARE BACK!!! QUEENS OF K-POP ARE HERE BLACKPINK IN YOUR AREA,neutral,music-lover
Who came here from Pubg mobile,neutral,unclear
"Srsly can we just stop using 
No one : 
Literally no one:
It's annoying AF",neutral,unclear
Lindas divas arrasaram voltaram com tudo parabéns divaaaas❤❤❤,neutral,lyrics-lover
66million until 1.4b!!! Keep streaming Blinks,neutral,visual-lover
"Pandemic Time when the song was released, the nostalgic feeling",neutral,music-lover
Love itttt,neutral,unclear
I can say they look the prettiest in HYLT era!!!,neutral,visual-lover
"amo esta cancion,la sigo escuchando a pesar de los años, las mejores",neutral,lyrics-lover
BLACKPINK WILL NEVER BE FORGOTTEN,neutral,lyrics-lover
Can't believe it's already 5 yearsss omg my queens,neutral,unclear
i miss this blackpink.,nostalgic,unclear
Blackpink in your area😎,neutral,unclear
blackpink love you forver🖤🖤🖤🖤🖤🖤💓💓💓💓💓💓,neutral,lyrics-lover
so happy theyre back❤,neutral,unclear
Feel in Love,neutral,lyrics-lover
"Amava essa música, hoje estou ouvindo ela novamente e sinto a mesma energia que sentia!",neutral,music-lover
이 노래 블랙핑크 방탄소년단 정말 좋아했어요 ❤,neutral,unclear
nostalgic hit,neutral,lyrics-lover
Everyone's favourite blackpink song❤🥺,neutral,music-lover
Estás chicas son geniales,neutral,visual-lover
Biggest fan ever,neutral,unclear
My favorite song ❤❤❤ I am blackpink fan ❤❤❤,neutral,music-lover
اليووممم عودتتت بلاك بينككك حماسسسس🩷🖤,neutral,unclear
국뽕에 미치게 만드는 슬기로운 영상....😊😊😊,neutral,unclear
I love this music❤❤❤❤❤,neutral,music-lover
They slay so hard,neutral,unclear
this is best song OMG,neutral,music-lover
My first k-pop song,neutral,music-lover
I love you BLACKPINK❤,neutral,personality-lover
I'm here after Jump hehe,neutral,visual-lover
I like it!,neutral,visual-lover
"I love this song of  
                 (BLACKPINK)",neutral,music-lover
"STREAM ""JUMP"" PLEASEEEEEEEEEEEE",neutral,lyrics-lover
Listening to bp old song waiting for new   comeback 😢,neutral,unclear
bring me back to the first time I heard how you like that it does not feel the same hearing it now,neutral,unclear
BLACKPINK IN YOU AREA 🗣️🗣️🗣️,neutral,lyrics-lover
Blackpink in your areaaaa!!!😂,neutral,unclear
Lisa’s part is epic,neutral,personality-lover
"Please don't hate them, love them they have crystal clear noble hearts ❤",touching,personality-lover
how u like that ❤️‍🔥,neutral,unclear
BLACKPINKが大好きです。彼女たちは独特の輝きがあって、私のお気に入りのアイドルです❤️,neutral,visual-lover
Here before Deadline world tour❤,neutral,unclear
BLINKS stream JUMP on all the platforms 🔥🔥,neutral,visual-lover
"Ellas devoraron, no dejaron ni la más minima migaja 🔥🔥",neutral,lyrics-lover
The best music of blackpink,neutral,music-lover
I love blackpink ❤,neutral,visual-lover
Miss this BLACKPINK ..,nostalgic,unclear
5 years later and this is still the best kpop outro ;-;,neutral,music-lover
Who's here after jump?,neutral,unclear
love youuu,neutral,unclear
How You Like That comeback is the best,neutral,unclear
Who's after JUMP,neutral,unclear
ME ENCANTOO❤❤❤,neutral,visual-lover
Anyone after JUMP???,neutral,unclear
BLACKPINK IS BACK,neutral,visual-lover
"The ""JUMP"" song is best yeeeaaaaaaaaa😏😜I love you guys (BLACKPINK)❤❤❤❤",neutral,lyrics-lover
Blinks let's stream all of our queens songs,neutral,music-lover
"5 years of this hit, and I haven't gotten over it (I probably never will 💔)",neutral,unclear
"2025 and i still love it plus the heck the nostalgia be hitting hard today, this video literally got me into kpop now i really wanna become a idol!",nostalgic,unclear
South Koreans taking the world by storm....❤🎉,neutral,unclear
I ❤ Blackpink,neutral,unclear
Las que si dan orgullo las que tienen el verdadero nombre de patronas del k-pop,neutral,lyrics-lover
BLACKPINK IN OUR AREA AGAIN!🖤💗🎉JUMP💗,neutral,lyrics-lover
Hylt era was really dope,neutral,unclear
Blackpink in your area 🖤💗🖤💗🖤💗🖤💗,neutral,unclear
i love it so much,neutral,unclear
La canción del año😍,neutral,lyrics-lover
Pasando por dónde crecí🥳,neutral,unclear
Came here after watching  Jump MV ♥️,neutral,dance-lover
you love music💖💖💖💖💖,neutral,music-lover
100 MILHÕES ❤,neutral,lyrics-lover
"1,5 Billion  let's go ❤❤❤",neutral,lyrics-lover
blackpink best forever🥀,neutral,lyrics-lover
Me encanta demasiado el inicio es épico,neutral,visual-lover
Me encanta este vídeo y la canción también todo es perfecto,neutral,visual-lover
I liked it❤❤❤❤,neutral,unclear
My first kpop song 🖤🖤🖤💖💖💖💖🔥🔥🔥,neutral,music-lover
VAMOS POR LOS 20 MILLONES BLINKSSSSS SI DE PUEDE 🎉🎉🎉🎉🎉,neutral,unclear
"¡Me encanta este video! Las imágenes son increíbles, la música es espectacular, sin duda amo a este grupo.",neutral,visual-lover
Love the dance scene and the costume changes nice voices 7.1.2025,neutral,dance-lover
❤❤ wow ❤❤❤❤❤❤❤ i❤u so much BLACKPINK,neutral,unclear
BLACKPINK ESTA DE VUELTA,neutral,visual-lover
This my Best song❤❤❤,neutral,music-lover
Aprovechando a hacer stream a JUMP pasando por mis raices ❤,neutral,lyrics-lover
"las amo blackpink,su musica es genial y sus canciones son muy pegajosas y no salen de mi cabeza",neutral,lyrics-lover
"“Look at me now look at you”

Yes I’m staring to your soul",neutral,lyrics-lover
miss this era….,nostalgic,unclear
QUEENS,neutral,visual-lover
Let’s go for 2B,neutral,unclear
"My favourite song, stream jump mv blinks ❤❤❤❤😊",neutral,music-lover
"For those who don't know : 
Blackpink is releasing their new single “JUMP” on the 11th of July. PLEASE MAKE SURE TO CHECK IT OUT! 
XOXO",neutral,unclear
I became blink after hearing this song 😂❤,neutral,unclear
Amo esta cancion,neutral,lyrics-lover
Lisa  shines like a diomond,neutral,visual-lover
My favorite song,neutral,music-lover
essa sempre vai ser uma das minhas favoritas,neutral,lyrics-lover
OMG love it !!!,neutral,unclear
2:26 the beat hits so hard!!!! 🔥🔥🔥,neutral,music-lover
Siempre las Mejores 🖤🩷🤗🫶🏻🤗🫶🏻,neutral,lyrics-lover
I love blackpink,neutral,visual-lover
I like how you didn’t use an excessive amount of concealer. Your taste in BlackPink is also appealing. 😍,neutral,visual-lover
Blackpink Great Show Last Night,neutral,visual-lover
JENNIE delivers every line with confidence and precision.,neutral,personality-lover
BLACKPINK FOREVER❤,neutral,lyrics-lover
Amoooooo el kpop❤❤❤😊,neutral,lyrics-lover
How you like thaaaaaaat!!!!,neutral,unclear
Stream stream other songs while JUMP comes out!!!,neutral,music-lover
"1,3 Billion+1,8 Billion:3,2 Billion ❤",neutral,unclear
las blinks las amamos mucho,neutral,unclear
Debemos hacer que esta hermosa y energética canción llegue a 1b!☹️😊,neutral,music-lover
Who’s here after JUMP?,neutral,unclear
How cute my girls are 💗😭,neutral,visual-lover
How you like that by blackpink  unnie is best song,neutral,unclear
2025년 7월… 시간이 흘러도 블랙핑크에 대한 사랑은 여전해요 🖤💖 나는 항상 블링크로 남을 거야 ✨💫,neutral,unclear
Queen back,neutral,unclear
2:10 Jennie's hair is so beautiful.This era will be unforgetablle,neutral,visual-lover
Love from Bangladesh 🇧🇩,neutral,lyrics-lover
no se si me entiendan pero dire que es la mejor cancion que eh escuchado🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎,neutral,unclear
